Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,AutoNation Nissan - Pembroke Pines,8890 Pines Blvd,,Pembroke Pines,FL,33024,,954-949-0421,E,,Public,Dealership business hours,,,,,,2,,,Non-Networked,,GPS,26.007852311,-80.262567169,2026-01-13,39974,2026-02-02 23:16:24 UTC,P,,,2012-06-05,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Alan Jay Nissan,1700 Flare Rd,,Sebring,FL,33870,,863-402-4280,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,27.485924,-81.481718,2026-01-13,39975,2026-02-02 23:16:24 UTC,P,,,2017-01-16,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Wallace Nissan,4313 S Federal Hwy,,Stuart,FL,34997,,772-286-8000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,27.152673,-80.217925,2026-01-13,39976,2026-02-02 23:16:24 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Courtesy Nissan - Tampa,3800 W Hillsborough Ave,,Tampa,FL,33614,,813-870-3333,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,27.995139,-82.506186,2024-02-12,39978,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Ferman Nissan - North Tampa,11001 N Florida Ave,,Tampa,FL,33612,,813-933-6641,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,28.04892,-82.45832,2024-02-12,39979,2025-02-12 00:16:32 UTC,P,,,2011-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,MD,false,
ELEC,Sutherlin Nissan,946 S US Highway 1,,Vero Beach,FL,32962,,772-778-3600,E,,Public,24 hours daily,,,,,,,1,,IN_CHARGE,https://inchargeus.com,GPS,27.585488,-80.376448,2026-01-13,39980,2026-02-02 23:16:24 UTC,P,,,2012-06-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,City of West Palm Beach - City Center Garage,401 Clematis St,Located on the third floor,West Palm Beach,FL,33401,,,E,,Private,City fleet access only,,,,,,1,,,Non-Networked,,200-9,26.713894,-80.05421,2025-01-13,39981,2025-02-12 00:16:32 UTC,LG,,,2011-05-20,,,,,J1772,US,,,,Privé,,private,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Hill Nissan,6401 Cypress Gardens Blvd,,Winter Haven,FL,33884,,863-299-2161,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,27.982958,-81.67626,2026-01-13,39982,2026-02-02 23:16:24 UTC,P,,,2011-03-15,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Jupiter Town Hall Complex,210 Military Trail,"South of Indiantown Rd, on the west side of Military Trail. EVSE in southwest corner of parking lot near the cell tower.",Jupiter,FL,33458,,561-746-5134,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,26.9322,-80.1027,2022-10-11,40594,2024-12-13 14:57:24 UTC,LG,,,2011-07-14,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,Florida Power & Light - Central Garage,122 SW 3rd St,,Miami,FL,33130,,,E,,Private,,,,,,,3,,,Non-Networked,,200-9,25.7703,-80.196621,2024-03-14,41093,2025-12-22 19:13:16 UTC,T,,,2011-09-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Florida Power & Light - Automotive Engineering Center,2457 Port West Blvd,,West Palm Beach,FL,33407,,,E,,Private,,,,,,,3,,,Non-Networked,,200-8,26.769595,-80.102645,2024-03-14,41096,2025-12-22 19:13:16 UTC,T,,,2011-09-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Florida Power & Light - Jupiter Service Center,100 S Delaware Blvd,,Jupiter,FL,33458,,,E,,Private,,,,,,,4,,,Non-Networked,,200-9,26.932602,-80.118594,2024-01-09,41099,2025-12-22 19:13:16 UTC,T,,,2011-09-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Florida Power & Light - Customer Service East,6001 Village Blvd,,West Palm Beach,FL,33407,,,E,,Private,Employee and fleet use only,,,,,,4,,,Non-Networked,,200-9,26.764076,-80.10151,2024-03-14,41100,2025-12-22 19:13:16 UTC,T,,,2011-09-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,true,
ELEC,Florida Power & Light - LeJeune Flagler Office,4200 W Flagler St,,Miami,FL,33134,,,E,,Private,Employee and fleet use only,,,,,,16,,,Non-Networked,,200-9,25.770827,-80.264645,2024-03-14,41101,2025-12-22 19:13:16 UTC,T,,,2011-09-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,true,
ELEC,Florida Power & Light - Dade Meters Distribution,6445 NW 72nd,,Miami,FL,33166,,,E,,Private,,,,,,,3,,,Non-Networked,,200-8,25.833883,-80.313867,2024-03-14,41102,2025-12-22 19:13:16 UTC,T,,,2011-09-01,,,,,J1772,US,,,,Privé,,private,,,UTILITY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,LEE COUNTY GOV ADMIN EAST,2201 2nd St,,Fort Myers,FL,33901,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,26.642789,-81.869132,2026-03-22,41800,2026-03-22 01:39:59 UTC,,,,2011-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY BRADENTON RIVERWALK,808 3rd Ave W,"Enter parking lot from 3rd Ave W, drive toward riverwalk. Station is located in parking spaces near clock tower.",Bradenton,FL,34205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,27.499076,-82.569442,2026-03-22,42110,2026-03-22 01:34:07 UTC,,,,2011-11-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,DON CESAR HOTEL EV CHARGER 01,3400 Gulf Blvd,The Don CeSar Resort. Please see attendants for parking instructions.,Saint Pete Beach,FL,33706,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,27.709441,-82.736735,2026-03-22,42136,2026-03-22 01:35:46 UTC,,,,2011-11-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITY BRADENTON JUDICIALGARAGE2,615 12th St W,Judicial Parking Garage. Level 1. Spaces 38 & 39. Garage rules apply.,Bradenton,FL,34205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,27.493279,-82.573234,2026-03-22,42285,2026-03-22 01:34:06 UTC,,,,2011-11-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,ACCESS MAIL EVSE UNIT 01,14240 62nd St N,In front entrance parking lot,Clearwater,FL,33760,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,27.901732,-82.721249,2026-03-22,43415,2026-03-22 02:00:02 UTC,,,,2012-01-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Tampa Area Electrical JATC,5625 Harney Rd,,Tampa,FL,33610,,813-621-3002,E,,Public - Card key at all times,8am-7pm M-F; front desk can provide key,CleanEnergy,,,,,1,,,Non-Networked,,200-9,27.988197,-82.392164,2023-01-10,43551,2025-12-01 18:41:37 UTC,P,,,2012-03-06,,,,,J1772,US,,,,Public - Carte-clé en tout temps,,public,KEY_ALWAYS,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,SOLAR,false,,,,,,,,LD,false,
ELEC,Miami Dade County Fleet,201 NW 1st St,Corner of NW 1st St. and NW 2nd Ave.,Miami,FL,33128,,,E,,Private - Government only,7:30am-4pm daily,,,,,,4,,,Non-Networked,,200-9,25.7752,-80.198072,2025-11-13,43615,2026-02-02 23:16:24 UTC,LG,,,2012-03-01,,,,,J1772,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,FLEET_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Carmine's Coal Fired Pizza,4575 Military Trail,"East side of Military Trail, 0.7 miles north of Donal Ross Rd",Jupiter,FL,33458,,561-340-3930,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,2,,,Non-Networked,,200-9,26.892152,-80.102668,2024-09-12,43971,2025-02-12 00:16:32 UTC,P,,,2012-02-15,,,,,J1772 NEMA520,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Solar by Harrimans,140 James St,Bypass US 41,Venice,FL,34285,,866-777-9276,E,,Public - Call ahead,24 hours daily,,,,,,1,,,Non-Networked,,200-9,27.083031,-82.42344,2025-01-13,46311,2025-02-12 00:16:32 UTC,P,,,2012-05-11,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Harbor Nissan,4336 Tamiami Trail,,Port Charlotte,FL,33980,,941-629-1171,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,26.966836,-82.076851,2024-02-12,46560,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Harbor Nissan,4336 Tamiami Trail,,Port Charlotte,FL,33980,,941-629-1171,E,,Private,,,,,,,1,,,Non-Networked,,GPS,26.966836,-82.076851,2024-02-12,46561,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Fuccillo Nissan,15299 US Highway 19 N,,Clearwater,FL,33764,,727-507-3200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,27.911345,-82.728797,2024-02-12,46562,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Fuccillo Nissan,15299 US Highway 19 N,,Clearwater,FL,33764,,727-507-3200,E,,Private,,,,,,,2,,,Non-Networked,,200-9,27.911345,-82.728797,2024-02-12,46563,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Coral Springs Nissan,9350 W Atlantic Blvd,,Coral Springs,FL,33071,,954-753-1700,E,,Private,,,,,,,1,,,Non-Networked,,GPS,26.239199353,-80.251750534,2026-01-13,46567,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Daytona Nissan,950 N Tomoka Farms Rd,,Daytona Beach,FL,32124,,386-274-6800,E,,Private,,,,,,,1,,,Non-Networked,,GPS,29.199371664,-81.097535933,2026-01-13,46569,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Sutherlin Nissan,13985 S Tamiami Trail,,Fort Myers,FL,33912,,239-415-8600,E,,Public,Dealership business hours,,,,,,,1,,IN_CHARGE,https://inchargeus.com,GPS,26.539325,-81.870824,2026-01-13,46571,2026-02-02 23:16:24 UTC,P,,,2012-06-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Sutherlin Nissan,13985 S Tamiami Trail,,Fort Myers,FL,33912,,239-415-8600,E,,Private,,,,,,,1,,,Non-Networked,,GPS,26.539325,-81.870824,2026-01-13,46572,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Sutherlin Nissan,4815 S US Highway 1,,Fort Pierce,FL,34982,,772-464-4645,E,,Private,,,,,,,1,,,Non-Networked,,GPS,27.377543,-80.326778,2026-01-13,46574,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Gainesville Nissan,3915 N Main St,,Gainesville,FL,32609,,352-378-2311,E,,Public,Dealership business hours,,,,,,,1,,IN_CHARGE,https://inchargeus.com,GPS,29.68926066,-82.318972271,2026-01-13,46575,2026-02-02 23:16:24 UTC,P,,,2012-06-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Gainesville Nissan,3915 N Main St,,Gainesville,FL,32609,,352-378-2311,E,,Private,,,,,,,1,1,,Non-Networked,,GPS,29.68926066,-82.318972271,2026-01-13,46576,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Coggin Nissan,10600 Atlantic Blvd,,Jacksonville,FL,32225,,,E,,Public - Call ahead,Dealership business hours; contact 904-642-7900 for more information,,,,,,1,1,,Non-Networked,,200-8,30.32348,-81.52433,2024-02-12,46577,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Coggin Nissan,10600 Atlantic Blvd,,Jacksonville,FL,32225,,,E,,Private - Call ahead,Business hours,,,,,,1,,,Non-Networked,,200-8,30.32348,-81.52433,2024-02-12,46578,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé - Appeler à l'avance,,private,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Coggin Nissan at the Avenues,10859 Philips Hwy,,Jacksonville,FL,32256,,904-880-3000,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,30.17231,-81.54441,2024-02-12,46579,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Coggin Nissan at the Avenues,10859 Philips Hwy,,Jacksonville,FL,32256,,904-880-3000,E,,Private,,,,,,,1,,,Non-Networked,,200-8,30.17231,-81.54441,2024-02-12,46580,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Jenkins Nissan,4401 State Rd 33 N,,Lakeland,FL,33805,,863-686-2800,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,28.098256,-81.949678,2026-01-13,46582,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Jenkins Nissan,10234 US Highway 441,,Leesburg,FL,34788,,352-343-5111,E,,Private,,,,,,,1,,,Non-Networked,,GPS,28.831142109,-81.81085405,2026-01-13,46585,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Bill Ray Nissan,2724 N Highway 17-92,,Longwood,FL,32750,,407-831-1318,E,,Private,,,,,,,1,,,Non-Networked,,GPS,28.724708,-81.316569,2026-01-13,46587,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Nissan of Melbourne,440 S Harbor City Blvd,,Melbourne,FL,32901,,321-723-2941,E,,Private,,,,,,,1,,,Non-Networked,,GPS,28.101879,-80.614859,2026-01-13,46591,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Naples Nissan,3640 Pine Ridge Rd,,Naples,FL,34109,,239-643-3800,E,,Private,,,,,,,1,,,Non-Networked,,GPS,26.2103868,-81.7440574,2026-01-13,46594,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Maus Nissan,3923 US 19 N,,New Port Richey,FL,34652,,727-847-5555,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,28.216316,-82.738405,2026-01-13,46595,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,Pearson Nissan - Ocala,2060 SW College Rd,,Ocala,FL,34471,,352-622-4111,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,29.172594,-82.159988,2026-01-13,46597,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Pearson Nissan - Ocala,2060 SW College Rd,,Ocala,FL,34471,,352-622-4111,E,,Private,24 hours daily,,,,,,1,,,Non-Networked,,GPS,29.172594,-82.159988,2026-01-13,46598,2026-02-02 23:16:24 UTC,P,,,2015-09-28,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Reed Motors,3776 W Colonial Dr,,Orlando,FL,32808,,407-297-7333,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,28.551681,-81.424557,2024-02-12,46601,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Reed Motors,3776 W Colonial Dr,,Orlando,FL,32808,,407-297-7333,E,,Private,,,,,,,1,,,Non-Networked,,200-9,28.551681,-81.424557,2024-02-12,46602,2025-02-12 00:16:32 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,
ELEC,Sutherlin Nissan - Orlando,8125 E Colonial Dr,,Orlando,FL,32807,,407-657-9500,E,,Private,,,,,,,1,,,Non-Networked,,GPS,28.551973574,-81.42444922,2026-01-13,46605,2026-02-02 23:16:24 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
